#PlanetID TimeOfDay
497941 	NIGHT
753947 	NIGHT
843802 	DAY
638733 	NIGHT
829934 	DAY
282671 	NIGHT
365147 	NIGHT
90004 	NIGHT
898128 	NIGHT
732226 	DAY
586218 	NIGHT
418992 	NIGHT
51680 	NIGHT
302140 	NIGHT
833339 	NIGHT
473573 	NIGHT
625615 	DAY
650284 	NIGHT
239412 	NIGHT
80728 	NIGHT
791650 	NIGHT
877233 	NIGHT
50676 	NIGHT
699653 	NIGHT
396963 	NIGHT
852884 	NIGHT
735103 	NIGHT
146261 	NIGHT
542484 	NIGHT
664297 	NIGHT
764040 	NIGHT
797492 	DAY
104990 	NIGHT
306948 	DAY
831553 	DAY
708664 	NIGHT
81807 	NIGHT
436488 	DAY
722719 	NIGHT
225088 	NIGHT
695190 	NIGHT
112981 	NIGHT
108442 	NIGHT
450598 	NIGHT
403093 	NIGHT
146443 	DAY
55999 	NIGHT
302273 	NIGHT
733635 	DAY
523628 	DAY
545106 	DAY
756683 	NIGHT
490196 	NIGHT
449774 	NIGHT
484615 	NIGHT
90537 	NIGHT
666699 	NIGHT
681538 	DAY
128649 	NIGHT
761797 	NIGHT
122439 	NIGHT
224205 	NIGHT
485253 	NIGHT
328048 	NIGHT
987718 	DAY
758810 	NIGHT
7136 	NIGHT
460201 	NIGHT
709431 	NIGHT
398833 	NIGHT
126054 	DAY
751662 	NIGHT
146781 	NIGHT
308553 	NIGHT
584571 	NIGHT
96620 	NIGHT
708915 	NIGHT
911597 	DAY
362615 	NIGHT
770668 	NIGHT
65409 	NIGHT
255555 	NIGHT
52773 	NIGHT
663856 	NIGHT
298462 	NIGHT
670440 	NIGHT
36850 	NIGHT
552835 	NIGHT
119955 	NIGHT
567827 	NIGHT
645624 	NIGHT
331785 	NIGHT
879624 	DAY
119397 	NIGHT
439610 	NIGHT
757252 	DAY
401456 	NIGHT
814005 	DAY
955076 	NIGHT
319234 	DAY
693639 	NIGHT
435809 	NIGHT
861868 	NIGHT
105983 	NIGHT
776208 	DAY
792682 	NIGHT
630419 	NIGHT
865523 	NIGHT
317161 	NIGHT
113779 	DAY
81293 	DAY
659557 	NIGHT
788642 	DAY
457717 	NIGHT
513310 	NIGHT
147176 	NIGHT
619826 	DAY
41552 	NIGHT
408705 	NIGHT
929911 	NIGHT
603487 	NIGHT
324993 	NIGHT
640 	DAY
168357 	DAY
271113 	NIGHT
911553 	NIGHT
48967 	NIGHT
735641 	NIGHT
989166 	NIGHT
436879 	NIGHT
193163 	NIGHT
446556 	NIGHT
2843 	NIGHT
453553 	NIGHT
950763 	NIGHT
287581 	NIGHT
809404 	NIGHT
311474 	DAY
697 	DAY
685097 	NIGHT
120794 	NIGHT
403884 	DAY
82791 	NIGHT
312741 	NIGHT
361264 	NIGHT
27686 	DAY
448518 	NIGHT
554337 	NIGHT
27655 	NIGHT
241639 	NIGHT
198704 	DAY
206109 	NIGHT
550856 	NIGHT
741043 	DAY
918930 	DAY
998231 	NIGHT
332556 	NIGHT
632972 	NIGHT
752196 	NIGHT
590500 	NIGHT
165984 	NIGHT
620796 	DAY
874206 	DAY
894614 	NIGHT
275414 	NIGHT
322173 	NIGHT
59168 	NIGHT
223606 	NIGHT
276636 	NIGHT
789321 	DAY
499423 	NIGHT
900387 	NIGHT
232158 	DAY
937976 	NIGHT
68613 	DAY
950867 	NIGHT
478502 	DAY
632921 	NIGHT
925960 	NIGHT
865062 	DAY
527060 	NIGHT
969303 	NIGHT
207034 	DAY
448972 	NIGHT
366707 	DAY
776632 	NIGHT
443926 	NIGHT
848793 	NIGHT
847283 	NIGHT
43240 	DAY
684423 	NIGHT
192655 	NIGHT
13283 	NIGHT
415670 	NIGHT
683928 	NIGHT
297727 	NIGHT
29769 	DAY
164699 	NIGHT
600476 	NIGHT
135487 	DAY
376988 	DAY
108354 	NIGHT
529880 	DAY
368983 	DAY
573578 	DAY
53754 	NIGHT
670997 	DAY
674075 	NIGHT
85105 	NIGHT
202155 	NIGHT
702720 	NIGHT
548177 	NIGHT
613891 	NIGHT
264680 	NIGHT
468963 	NIGHT
319141 	NIGHT
137693 	NIGHT
826639 	NIGHT
457540 	NIGHT
432399 	DAY
562216 	NIGHT
615111 	NIGHT
711566 	NIGHT
310928 	NIGHT
556436 	NIGHT
959332 	NIGHT
875725 	NIGHT
924861 	DAY
975917 	NIGHT
913322 	NIGHT
651612 	NIGHT
394478 	NIGHT
456248 	NIGHT
692637 	DAY
408201 	NIGHT
170813 	NIGHT
342072 	NIGHT
537759 	NIGHT
861637 	NIGHT
32852 	DAY
423185 	DAY
179338 	DAY
437474 	DAY
79716 	NIGHT
829676 	NIGHT
401456 	NIGHT
814005 	NIGHT
169845 	NIGHT
698132 	NIGHT
350610 	NIGHT
29122 	NIGHT
682397 	NIGHT
271502 	DAY
363991 	NIGHT
480488 	NIGHT
960261 	NIGHT
206035 	DAY
526536 	NIGHT
577383 	NIGHT
974729 	NIGHT
718866 	NIGHT
621337 	DAY
907350 	NIGHT
327578 	DAY
680617 	NIGHT
731331 	NIGHT
489380 	NIGHT
811981 	NIGHT
489275 	DAY
916286 	NIGHT
467566 	NIGHT
917054 	NIGHT
57478 	NIGHT
941606 	NIGHT
899485 	NIGHT
465396 	NIGHT
321527 	NIGHT
672115 	NIGHT
732100 	NIGHT
821663 	NIGHT
434921 	NIGHT
204304 	NIGHT
582094 	NIGHT
544711 	NIGHT
502995 	NIGHT
824775 	NIGHT
724489 	NIGHT
186915 	NIGHT
889678 	NIGHT
71573 	DAY
991972 	NIGHT
141083 	NIGHT
870340 	NIGHT
903808 	NIGHT
673436 	NIGHT
458812 	NIGHT
761728 	NIGHT
639170 	NIGHT
109412 	DAY
167820 	NIGHT
865957 	NIGHT
613487 	DAY
581957 	NIGHT
437274 	NIGHT
23675 	NIGHT
25400 	NIGHT
397460 	NIGHT
317833 	DAY
725686 	NIGHT
363850 	NIGHT
997968 	DAY
535944 	NIGHT
949662 	DAY
835939 	NIGHT
4735 	NIGHT
688514 	NIGHT
141374 	NIGHT
315423 	NIGHT
192565 	DAY
483189 	NIGHT
310960 	DAY
920622 	NIGHT
79417 	NIGHT
515065 	NIGHT
951676 	NIGHT
476799 	NIGHT
55099 	NIGHT
173635 	NIGHT
724795 	DAY
860231 	NIGHT
106734 	NIGHT
217934 	NIGHT
763450 	NIGHT
344084 	NIGHT
404285 	NIGHT
609203 	NIGHT
888514 	NIGHT
13562 	DAY
248573 	NIGHT
180766 	NIGHT
181628 	NIGHT
738703 	NIGHT
125541 	NIGHT
558931 	DAY
631751 	DAY
656690 	DAY
889812 	NIGHT
516930 	NIGHT
779935 	NIGHT
653003 	DAY
512380 	NIGHT
271908 	NIGHT
868274 	DAY
584571 	DAY
518905 	NIGHT
639024 	NIGHT
659036 	NIGHT
357425 	DAY
531346 	DAY
996905 	NIGHT
511259 	NIGHT
767032 	NIGHT
665794 	NIGHT
412812 	DAY
22886 	NIGHT
216966 	NIGHT
121707 	NIGHT
842477 	DAY
1176 	NIGHT
898996 	DAY
386539 	NIGHT
226950 	NIGHT
6349 	NIGHT
852637 	NIGHT
397235 	NIGHT
408277 	NIGHT
410878 	NIGHT
323726 	DAY
503136 	NIGHT
196937 	NIGHT
182093 	NIGHT
304631 	NIGHT
552776 	NIGHT
376988 	DAY
108354 	NIGHT
529880 	NIGHT
203320 	NIGHT
283796 	NIGHT
427529 	NIGHT
319606 	NIGHT
136182 	NIGHT
924995 	DAY
661580 	NIGHT
711864 	NIGHT
82996 	DAY
979737 	NIGHT
956904 	NIGHT
727935 	NIGHT
690407 	NIGHT
879774 	NIGHT
784909 	NIGHT
192923 	NIGHT
640726 	NIGHT
741906 	NIGHT
20402 	NIGHT
743322 	NIGHT
617146 	NIGHT
434349 	NIGHT
182008 	NIGHT
164159 	NIGHT
527967 	NIGHT
707618 	DAY
390510 	NIGHT
497722 	NIGHT
276222 	NIGHT
329847 	NIGHT
603878 	NIGHT
818880 	NIGHT
790997 	NIGHT
67536 	DAY
762194 	NIGHT
925229 	NIGHT
286769 	NIGHT
127701 	DAY
637506 	NIGHT
327821 	DAY
699015 	NIGHT
3896 	NIGHT
992003 	DAY
129812 	NIGHT
712863 	NIGHT
340075 	NIGHT
469156 	NIGHT
883578 	NIGHT
574333 	NIGHT
244584 	NIGHT
197404 	NIGHT
746755 	NIGHT
797078 	NIGHT
853545 	DAY
232846 	NIGHT
453261 	DAY
922371 	NIGHT
978743 	NIGHT
785906 	NIGHT
911616 	NIGHT
607411 	DAY
342447 	NIGHT
961822 	NIGHT
992261 	NIGHT
236765 	DAY
93153 	NIGHT
56246 	NIGHT
944497 	NIGHT
995393 	NIGHT
